ID,Category,Subcategory,Source,Name,Severity,Version,Effects,Description
NIST SP 800-53 Rev. 5 CM-2 (2),Configuration Management,Automation Support for Accuracy and Currency,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement an automated configuration management tool](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F33832848-42ab-63f3-1a55-c0ad309d44cd),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0311.json),Manual; Disabled,CMA_0311 - Implement an automated configuration management tool
NIST SP 800-53 Rev. 5 CM-9,Configuration Management,Configuration Management Plan,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement an automated configuration management tool](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F33832848-42ab-63f3-1a55-c0ad309d44cd),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0311.json),Manual; Disabled,CMA_0311 - Implement an automated configuration management tool
CIS Microsoft Azure Foundations Benchmark recommendation 3.12,3,Ensure Storage for Critical Data are Encrypted with Customer Managed Keys,CIS Microsoft Azure Foundations Benchmark 2.0.0,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
CIS Microsoft Azure Foundations Benchmark recommendation 4.1.3,4.1,Ensure SQL server's Transparent Data Encryption (TDE) protector is encrypted with Customer-managed key,CIS Microsoft Azure Foundations Benchmark 2.0.0,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
CIS Microsoft Azure Foundations Benchmark recommendation 4.1.5,4.1,Ensure that 'Data encryption' is set to 'On' on a SQL Database,CIS Microsoft Azure Foundations Benchmark 2.0.0,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
CIS Microsoft Azure Foundations Benchmark recommendation 4.3.8,4.3,Ensure 'Infrastructure double encryption' for PostgreSQL Database Server is 'Enabled',CIS Microsoft Azure Foundations Benchmark 2.0.0,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
CIS Microsoft Azure Foundations Benchmark recommendation 7.3,7,Ensure that 'OS and Data' disks are encrypted with Customer Managed Key (CMK),CIS Microsoft Azure Foundations Benchmark 2.0.0,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
CIS Microsoft Azure Foundations Benchmark recommendation 7.4,7,Ensure that 'Unattached disks' are encrypted with 'Customer Managed Key' (CMK),CIS Microsoft Azure Foundations Benchmark 2.0.0,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
CIS Microsoft Azure Foundations Benchmark recommendation 7.7,7,[Legacy] Ensure that VHDs are Encrypted,CIS Microsoft Azure Foundations Benchmark 2.0.0,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
NIST SP 800-53 Rev. 5 AC-20 (2),Access Control,Portable Storage Devices ??? Restricted Use,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
NIST SP 800-53 Rev. 5 CP-9,Contingency Planning,System Backup,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
NIST SP 800-53 Rev. 5 MA-2,Maintenance,Controlled Maintenance,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
NIST SP 800-53 Rev. 5 MA-3 (3),Maintenance,Prevent Unauthorized Removal,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
NIST SP 800-53 Rev. 5 MA-5 (1),Maintenance,Individuals Without Appropriate Access,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
NIST SP 800-53 Rev. 5 MP-2,Media Protection,Media Access,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
NIST SP 800-53 Rev. 5 MP-3,Media Protection,Media Marking,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
NIST SP 800-53 Rev. 5 MP-4,Media Protection,Media Storage,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
NIST SP 800-53 Rev. 5 MP-5,Media Protection,Media Transport,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
NIST SP 800-53 Rev. 5 MP-6,Media Protection,Media Sanitization,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
NIST SP 800-53 Rev. 5 MP-6 (1),Media Protection,"Review, Approve, Track, Document, and Verify",NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
NIST SP 800-53 Rev. 5 MP-6 (2),Media Protection,Equipment Testing,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
NIST SP 800-53 Rev. 5 MP-7,Media Protection,Media Use,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
NIST SP 800-53 Rev. 5 SC-28 (1),System and Communications Protection,Cryptographic Protection,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure all media](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe435f7e3-0dd9-58c9-451f-9b44b96c0232),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0314.json),Manual; Disabled,CMA_0314 - Implement controls to secure all media
CIS Microsoft Azure Foundations Benchmark recommendation 1.1.1,1.1,Ensure Security Defaults is enabled on Azure Active Directory,CIS Microsoft Azure Foundations Benchmark 2.0.0,[Implement controls to secure alternate work sites](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fcd36eeec-67e7-205a-4b64-dbfe3b4e3e4e),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0315.json),Manual; Disabled,CMA_0315 - Implement controls to secure alternate work sites
CIS Microsoft Azure Foundations Benchmark recommendation 1.22,1,Ensure that 'Require Multi-Factor Authentication to register or join devices with Azure AD' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark 2.0.0,[Implement controls to secure alternate work sites](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fcd36eeec-67e7-205a-4b64-dbfe3b4e3e4e),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0315.json),Manual; Disabled,CMA_0315 - Implement controls to secure alternate work sites
NIST SP 800-53 Rev. 5 AC-17,Access Control,Remote Access,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure alternate work sites](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fcd36eeec-67e7-205a-4b64-dbfe3b4e3e4e),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0315.json),Manual; Disabled,CMA_0315 - Implement controls to secure alternate work sites
NIST SP 800-53 Rev. 5 AC-17 (4),Access Control,Privileged Commands and Access,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure alternate work sites](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fcd36eeec-67e7-205a-4b64-dbfe3b4e3e4e),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0315.json),Manual; Disabled,CMA_0315 - Implement controls to secure alternate work sites
NIST SP 800-53 Rev. 5 PE-17,Physical and Environmental Protection,Alternate Work Site,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement controls to secure alternate work sites](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fcd36eeec-67e7-205a-4b64-dbfe3b4e3e4e),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0315.json),Manual; Disabled,CMA_0315 - Implement controls to secure alternate work sites
NIST SP 800-53 Rev. 5 MA-4 (6),Maintenance,Cryptographic Protection,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement cryptographic mechanisms](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F10c3a1b1-29b0-a2d5-8f4c-a284b0f07830),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_C1419.json),Manual; Disabled,CMA_C1419 - Implement cryptographic mechanisms
NIST SP 800-53 Rev. 5 PS-8,Personnel Security,Personnel Sanctions,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement formal sanctions process](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F5decc032-95bd-2163-9549-a41aba83228e),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0317.json),Manual; Disabled,CMA_0317 - Implement formal sanctions process
